Categoria;Bairro;Dormitórios;Vagas;Suítes;Tamanho;Preço;Condomínio;IPTU
Flat Residencial;Jardim Paulista;1;0;0;41;1440;216;636
Flat Residencial;Morumbi;3;1;1;98;4920;1140;300
Flat Residencial;São Miguel Paulista;2;1;0;65;1140;240;0
Flat Residencial;Interlagos;2;1;0;89;1800;564;0
Flat Residencial;Vila Medeiros;1;0;0;40;840;792;0
Flat Residencial;Jaguaré;2;1;0;52;2160;432;0
Flat Residencial;Jardim Paulista;2;0;0;72;3000;9144;1116
Flat Residencial;Jardins;1;1;0;50;4200;720;120
Flat Residencial;Jardim Europa;3;1;2;115;12000;1530;348
Ponto Comercial;Vila Formosa;1;0;0;63;5760;;0
Flat Residencial;Interlagos;3;2;1;185;3360;1068;420
Flat Residencial;Jardins;3;2;1;155;7560;2640;0
Sala Comercial;Sé;0;72;0;3840;4142088;127668;126552
Flat Residencial;Perdizes;2;1;0;90;2400;720;0
Flat Residencial;Brás;2;1;1;75;1560;732;0
Sala Comercial;Vila Mariana;0;1;0;37;840;11784;1236
Sala Comercial;Morumbi;0;0;0;225;18000;96204;198924
Flat Residencial;Morumbi;4;3;4;309;14400;44688;9648
Flat Residencial;Sé;1;0;0;38;1380;444;24
Flat Residencial;Interlagos;3;3;1;303;4200;1200;480
Sala Comercial;Sé;0;0;0;30;360;420;0
Flat Residencial;Interlagos;4;4;2;265;4200;1320;3240
Sala Comercial;Morumbi;0;1;0;33;1800;9492;1128
Flat Residencial;Jardim Nordeste;3;1;0;95;1440;336;0
Sala Comercial;Morumbi;0;1;1;55;3000;17064;240
Flat Residencial;Interlagos;3;2;1;185;4200;1092;5232
Flat Residencial;Jardins;4;3;2;305;19200;3720;0
Residência em Condomínio;Butantã;3;3;1;183;3480;1080;1896
Flat Residencial;Morumbi;5;2;1;230;13200;2700;0
Flat Residencial;Morumbi;4;3;2;225;9120;3120;0
Residência em Condomínio;Morumbi;4;3;1;325;12000;1800;12000
Flat Residencial;Butantã;2;1;1;70;1320;906;0
Flat Residencial;Vila Mariana;2;1;1;83;5460;1560;3072
Flat Residencial;Higienópolis;3;1;0;165;6000;2712;276
Kitnet;Paraíso;1;0;0;45;1200;588;0
Flat Residencial;Jardins;3;2;1;155;7560;2400;594
Flat Residencial;Vila Madalena;2;1;1;98;6000;1776;3588
Flat Residencial;Parque Residencial Oratório;2;1;0;69;1920;600;72
Flat Residencial;Jardins;2;1;1;144;7800;2160;57528
Flat Residencial;Perdizes;2;1;0;71;2040;7908;1236
Flat Residencial;Jardins;3;0;1;126;8400;1164;444
Flat Residencial;Morumbi;3;2;1;84;1800;1440;264
Sala Comercial;Interlagos;0;0;0;29;1140;498;0
Flat Residencial;Higienópolis;1;0;0;50;1920;636;36
Apart-Hotel;Morumbi;1;1;0;56;5040;;0
Flat Residencial;Vila Madalena;2;2;2;225;12000;3720;732
Flat Residencial;Vila Mariana;1;0;0;45;1800;576;24
Flat Residencial;Vila Madalena;3;4;2;385;36000;660;2040
Flat Residencial;Paraíso;6;1;1;377;8280;3480;11976
Kitnet;Vila Mariana;1;0;0;30;1440;540;72
Flat Residencial;Morumbi;3;2;1;101;4200;1452;498
Flat Residencial;Cambuci;2;1;1;70;3240;10344;132
Estabelecimento Comercial;Capão Redondo;0;0;0;77;3600;;0
Flat Residencial;Higienópolis;3;1;0;95;2640;16224;156
Sala Comercial;Morumbi;0;10;0;308;16800;5400;0
Flat Residencial;Morumbi;3;1;1;95;3000;1740;1800
Flat Residencial;Jaguaré;3;1;1;123;3000;17112;258
Sala Comercial;São Miguel Paulista;0;1;0;35;600;900;42
Flat Residencial;Higienópolis;3;1;2;395;12000;2580;8472
Sala Comercial;Interlagos;0;1;0;31;1200;468;0
Flat Residencial;Sé;1;0;0;40;1200;402;30
Flat Residencial;Morumbi;2;1;1;85;2400;14544;234
Sala Comercial;Morumbi;0;2;0;48;1560;14472;0
Sala Comercial;Sé;0;1;0;586;348564;30492;16728
Flat Residencial;Jardins;4;2;3;305;15600;5040;1200
Sala Comercial;Jaguaré;0;2;0;97;3000;1458;126
Flat Residencial;Morumbi;3;2;1;119;6600;14916;3444
Flat Residencial;Morumbi;2;1;1;111;3096;1440;2916
Flat Residencial;Morumbi;3;2;1;109;3840;14724;4788
Sala Comercial;Sé;0;0;0;245;4800;49392;1740
Flat Residencial;Perdizes;3;0;0;135;3312;300;276
Flat Residencial;Higienópolis;3;0;0;113;3000;2178;3216
Estabelecimento Comercial;Jardim Europa;0;0;0;1633;396000;;0
Sala Comercial;Morumbi;0;1;0;40;2160;10968;264
Armazém Industrial;Vila Ré;0;0;0;2005;31200;;0
Flat Residencial;Alto de Pinheiros;1;0;0;50;2160;480;90
Apart-Hotel;Morumbi;1;1;0;57;2520;3120;3864
Estabelecimento Comercial;Guarapiranga;0;0;0;66;9000;19416;72
Flat Residencial;Jardins;4;2;1;194;14400;2568;0
Residência;Morumbi;4;3;1;268;33600;;0
Flat Residencial;Interlagos;2;1;1;102;2040;1320;156
Armazém Industrial;São Miguel Paulista;0;0;0;6255;60000;;0
Flat Residencial;Morumbi;2;3;2;255;12000;4560;17916
Edifício Completo;Jardim Europa;0;0;0;425;48000;;0
Flat Residencial;Morumbi;2;1;1;89;3000;17004;216
Flat Residencial;Vila Formosa;1;0;0;30;540;;0
Flat Residencial;Sé;1;0;0;51;1800;336;564
Imóvel Comercial;Liberdade;0;0;0;135;6000;;0
Flat Residencial;Higienópolis;3;1;2;195;6600;3000;594
Flat Residencial;Vila Sônia;2;0;0;62;1020;7716;0
Flat Residencial;Penha (SP);2;0;0;85;1080;;0
Flat Residencial;Jardins;3;1;1;145;10800;1920;1032
Flat Residencial;Itaquera;2;0;0;55;636;360;0
Kitnet;Higienópolis;1;0;0;35;2400;720;348
Sobrado Pequeno;Tucuruvi;3;0;0;115;2040;;0
Flat Residencial;Sé;1;0;0;62;1680;540;264
Flat Residencial;Higienópolis;3;1;1;140;4800;1320;0
Estúdio Amplo;Sé;1;0;0;40;2160;;0
Flat Residencial;Vila Guilherme;3;0;0;60;1200;858;0
Sala Comercial;Butantã;0;1;0;28;480;3732;0
Flat Residencial;Perdizes;2;1;1;85;2880;840;0
Flat Residencial;Higienópolis;3;0;0;90;3600;19668;1536
Flat Residencial;Higienópolis;1;0;0;40;1356;600;0
Flat Residencial;Perdizes;2;1;1;78;2640;780;1680
Flat Residencial;Barra Funda;2;0;0;75;2160;6372;792
Flat Residencial;Brás;2;1;1;74;2280;660;180
Residência;Grajaú;2;2;0;85;1440;;0
Flat Residencial;Vila Esperança;3;1;1;85;1200;8136;36
Flat Residencial;Jardim Paulista;1;0;0;47;1800;570;66
Flat Residencial;Interlagos;3;2;2;121;3480;600;300
Sala Comercial;Interlagos;0;0;0;25;1032;588;1344
Sala Comercial;Sé;0;0;0;72;2040;12936;0
Flat Residencial;Vila Mariana;2;1;0;86;3360;900;996
Flat Residencial;Morumbi;5;2;1;215;6600;2640;840
Flat Residencial;Butantã;2;1;1;88;1740;360;12336
Sala Comercial;Sé;0;0;0;47;1440;13608;2916
Flat Residencial;Higienópolis;4;1;0;160;6000;1800;2736
Sala Comercial;Sé;0;0;0;35;1560;576;1008
Sala Comercial;Morumbi;0;3;0;255;8400;2796;1644
Lote Urbano;Morumbi;0;0;0;6005;14640;;240
Flat Residencial;Interlagos;3;1;2;98;2400;660;0
Estabelecimento Comercial;Sé;0;0;0;277;10200;;7572
Flat Residencial;Higienópolis;2;0;0;80;3600;792;0
Flat Residencial;Morumbi;2;2;1;105;3600;1944;384
Flat Residencial;Higienópolis;3;1;1;165;5400;1680;240
Flat Residencial;Perdizes;3;1;1;125;4200;840;0
Residência em Condomínio;Vila Leopoldina;3;2;1;313;4200;840;336
Sala Comercial;Luz;0;0;0;155;2400;;0
Flat Residencial;Jardim Europa;3;2;2;115;5400;11988;3024
Flat Residencial;Morumbi;1;1;1;75;3360;1020;252
Flat Residencial;Vila Ré;2;1;1;90;1800;354;0
Sala Comercial;Sé;0;0;0;39;360;1428;1116
Flat Residencial;Paraíso;4;3;1;205;18000;29424;7212
Residência em Condomínio;Butantã;6;6;5;727;6000;456;840
Flat Residencial;Paraíso;2;1;0;70;2640;1152;102
Sala Comercial;Jardins;0;1;0;120;12000;38808;7476
Imóvel Comercial;Higienópolis;0;0;0;60;3360;;4704
Flat Residencial;Higienópolis;4;1;4;435;21600;3600;0
Flat Residencial;Interlagos;2;2;1;105;1920;12408;0
Flat Residencial;Morumbi;2;1;1;99;2460;18276;0
Residência;Cidade Dutra;2;1;0;90;1200;;0
Flat Residencial;Penha (SP);1;1;0;65;1020;3768;0
Ponto Comercial;Santana;0;0;0;42;4800;6444;2436
Sala Comercial;Sé;0;0;0;35;360;582;78
Apart-Hotel;Jardins;1;1;0;55;2400;2544;684
Flat Residencial;Perdizes;2;0;1;75;3000;540;576
Residência em Condomínio;Morumbi;4;3;4;268;8400;840;6216
Flat Residencial;Paraíso;3;0;0;102;4200;1164;1896
Flat Residencial;Mandaqui;3;1;0;103;1320;960;120
Flat Residencial;Morumbi;1;1;1;75;4200;;0
Flat Residencial;Morumbi;3;4;2;330;16680;3120;0
Sala Comercial;São Miguel Paulista;0;0;0;35;660;180;0
Flat Residencial;Vila Carrão;2;0;0;55;840;264;0
Flat Residencial;Perdizes;2;0;1;75;2160;420;114
Flat Residencial;São Miguel Paulista;2;0;0;85;2160;;0
Flat Residencial;Perdizes;2;0;0;80;1560;1068;0
Sala Comercial;Sé;0;0;0;26;1200;5412;852
Sala Comercial;Interlagos;0;1;0;55;1680;876;4368
Flat Residencial;Perdizes;3;0;0;115;2520;984;132
Sala Comercial;Perdizes;0;1;0;28;1200;4152;108
Flat Residencial;Butantã;4;2;2;172;3600;1290;3972
Flat Residencial;Morumbi;2;3;2;161;14400;4800;1218
Flat Residencial;Morumbi;3;1;1;112;4080;1416;324
Flat Residencial;Interlagos;2;1;1;77;1800;9132;108
Sala Comercial;Morumbi;0;1;0;35;1440;1080;180
Flat Residencial;Vila Matilde;3;1;1;95;2040;936;0
Sala Comercial;Butantã;0;1;0;32;960;780;672
Sala Comercial;Sé;0;2;0;464;386112;99288;2928
Flat Residencial;Morumbi;4;3;2;250;8400;4200;840
Flat Residencial;Morumbi;3;3;1;365;9600;11400;2112
Flat Residencial;Perdizes;2;1;1;90;2640;10884;1656
Flat Residencial;Jardim Europa;3;0;1;105;4080;852;1848
Flat Residencial;Perdizes;2;1;0;78;2640;840;0
Sala Comercial;Morumbi;0;1;0;37;1440;7512;0
Sala Comercial;Paraíso;0;6;0;358;36012;116256;0
Flat Residencial;Morumbi;3;2;1;155;7800;1500;582
Flat Residencial;Moema;2;1;1;90;5040;1392;1812
Flat Residencial;Perdizes;3;2;1;115;3240;1170;2052
Flat Residencial;Jardins;3;1;0;125;5520;1620;3336
Apart-Hotel;Jardim Europa;1;1;0;60;8400;;0
Armazém Industrial;Vila Matilde;0;0;0;1005;11760;;0
Flat Residencial;Jaguaré;2;1;1;70;3000;798;60
Flat Residencial;Jardins;3;1;1;125;7800;2280;720
Sala Comercial;Sé;0;0;0;5198;410400;162000;0
Flat Residencial;Perdizes;2;1;0;83;1776;600;780
Flat Residencial;Perdizes;3;1;1;95;2520;1020;150
Sala Comercial;Higienópolis;0;0;0;57;2100;816;0
Residência em Condomínio;Morumbi;5;4;2;605;14400;960;1200
Flat Residencial;Alto de Pinheiros;2;0;0;80;3960;1020;1464
Flat Residencial;Interlagos;2;3;2;132;1920;11808;3036
Flat Residencial;Vila Mariana;2;1;0;60;2400;720;72
Flat Residencial;Jardins;3;2;2;195;12960;2400;7320
Flat Residencial;Morumbi;3;1;1;102;4200;1620;192
Flat Residencial;Morumbi;2;2;1;111;4800;1920;720
Flat Residencial;Interlagos;2;1;2;93;3600;16608;0
Flat Residencial;Jardins;3;1;1;165;9600;1920;576
Flat Residencial;Barra Funda;3;1;1;86;2100;7164;1068
Flat Residencial;Santana;2;1;0;75;1560;5976;456
Kitnet;Higienópolis;1;0;0;37;1920;6936;66
Flat Residencial;Jardim Europa;3;1;1;155;6000;1200;540
Sala Comercial;Vila Mariana;0;4;0;202;236724;91848;0
Sala Comercial;Sé;0;0;0;2378;199248;428556;122436
Flat Residencial;Morumbi;5;2;3;406;15600;45372;8268
Sala Comercial;Morumbi;0;1;0;35;960;984;2364
Flat Residencial;Jardins;2;0;0;75;4200;1098;240
Apart-Hotel;Jardins;2;2;1;83;12000;4200;0
Residência em Condomínio;Morumbi;5;9;4;684;19200;36588;32916
Sala Comercial;Morumbi;0;0;0;65;1440;22704;0
Flat Residencial;Higienópolis;3;1;1;145;4440;13908;2832
Flat Residencial;Jardim Europa;3;2;1;135;8640;25536;810
Estabelecimento Comercial;Butantã;0;8;0;185;12600;240;1440
Sala Comercial;Grajaú;0;0;0;35;1200;660;0
Armazém Industrial;Jardim Santa Terezinha;0;0;0;555;6000;;0
Sala Comercial;Interlagos;0;1;0;29;840;600;0
Flat Residencial;Butantã;2;1;1;65;1320;576;216
Flat Residencial;Jardim Vila Formosa;3;1;0;76;1440;168;0
Flat Residencial;Interlagos;3;2;2;140;3000;696;3072
Flat Residencial;Jardins;1;0;0;38;1920;6768;852
Flat Residencial;Perdizes;3;1;1;98;2760;13068;1464
Flat Residencial;Vila Mariana;2;1;1;95;4200;16728;3096
Flat Residencial;Higienópolis;4;1;2;305;9000;2640;10344
Sala Comercial;Sé;1;0;0;411;24000;9756;2400
Flat Residencial;Morumbi;3;2;1;115;9600;3240;720
Flat Residencial;Mooca;1;0;0;56;840;606;0
Sala Comercial;Morumbi;0;0;0;57;1560;1200;0
Flat Residencial;Morumbi;4;4;4;230;9600;5280;1188
Kitnet;Cambuci;1;0;0;36;1320;5208;66
Sala Comercial;Jardim Europa;0;2;0;155;42000;91476;0
Flat Residencial;Alphaville (Grande SP);2;1;1;80;3480;1560;180
Flat Residencial;Morumbi;3;4;3;268;12000;32016;10752
Sala Comercial;Sé;0;0;0;345;184116;89268;2184
Flat Residencial;Grajaú;2;0;0;58;840;360;36
Flat Residencial;Vila Madalena;2;2;1;88;2760;1740;0
Sala Comercial;Cambuci;0;0;0;37;1560;996;0
Flat Residencial;Vila Mariana;3;2;0;147;3000;17136;0
Flat Residencial;Vila Mariana;1;0;0;35;2760;;0
Flat Residencial;Paraíso;2;0;1;103;3120;6384;324
Sala Comercial;Interlagos;0;2;0;37;2160;960;0
Flat Residencial;Jardim Europa;4;2;1;155;9600;;0
Flat Residencial;Jardins;4;3;1;345;27600;4800;24000
Sala Comercial;Perdizes;0;1;0;34;10104;816;1896
Flat Residencial;Jardins;3;1;1;155;12000;;0
Flat Residencial;Perdizes;2;0;0;101;2160;840;1164
Kitnet;Higienópolis;1;0;0;30;1440;372;0
Flat Residencial;Vila Ré;3;2;1;103;2280;480;0
Kitnet;Higienópolis;1;0;0;40;1920;5772;312
Flat Residencial;Vila Madalena;0;0;0;15;1440;;0
Sala Comercial;Sé;0;0;0;455;12000;99924;20076
Flat Residencial;Tucuruvi;2;1;0;63;1320;420;0
Flat Residencial;Higienópolis;2;0;0;75;2280;840;1812
Flat Residencial;Vila Mariana;2;0;0;95;2400;612;108
Sala Comercial;Jardim Europa;0;1;0;95;13200;2160;0
Sala Comercial;Sé;0;0;0;30;360;1080;174
Flat Residencial;Morumbi;3;2;3;125;4800;1740;0
Sala Comercial;Sé;0;4;0;190;14670;44328;0
Sala Comercial;Morumbi;0;1;0;79;2400;26772;2628
Flat Residencial;Tucuruvi;2;0;0;59;1020;432;0
Sala Comercial;Sé;0;0;0;65;1560;1020;150
Edifício Completo;Grajaú;0;0;0;445;24000;;0
Flat Residencial;Morumbi;3;2;1;122;5400;1188;7488
Flat Residencial;Jardim Paulista;3;1;1;160;3960;1590;0
Sala Comercial;Morumbi;0;1;0;30;960;720;0
Sala Comercial;Cambuci;0;1;0;37;2040;9312;2208
Flat Residencial;Jaguaré;2;1;1;87;2760;960;1836
Sala Comercial;Morumbi;0;1;0;26;960;840;204
Flat Residencial;Higienópolis;3;1;0;135;5400;1320;228
Sala Comercial;Vila Mariana;0;3;0;246;19200;112596;0
Kitnet;Paraíso;0;0;0;30;1200;516;0
Flat Residencial;Morumbi;4;0;1;160;6600;3600;0
Flat Residencial;Jardim Paulista;4;2;2;155;8400;2358;546
Flat Residencial;Jardins;3;0;1;105;6000;1320;294
Flat Residencial;Alto da Lapa;2;0;0;58;1320;894;0
Sala Comercial;Sé;0;0;0;827;66000;200328;29052
Flat Residencial;Morumbi;3;2;1;325;12000;2160;456
Flat Residencial;Vila Mariana;3;0;1;91;4200;900;0
Flat Residencial;Vila Madalena;1;0;0;55;1440;;324
Flat Residencial;Vila Mariana;3;1;1;110;4320;1080;216
Flat Residencial;Interlagos;4;3;4;405;12000;1776;1200
Armazém Industrial;Brasilândia;0;0;0;505;12000;;0
Flat Residencial;Jardins;2;1;1;80;6360;1074;2496
Flat Residencial;Morumbi;3;2;2;175;5400;24576;0
Estabelecimento Comercial;Higienópolis;0;0;0;39;21588;816;2016
Flat Residencial;Morumbi;2;1;1;95;2760;12936;276
Sala Comercial;Higienópolis;0;1;0;34;1140;684;0
Flat Residencial;Jardim Guedala;1;0;0;48;2640;4788;612
Apart-Hotel;Jardins;2;1;1;103;12000;4800;12
Flat Residencial;Morumbi;2;1;1;108;3600;2100;2364
Residência;Vila Maria;2;1;0;85;1020;5952;144
Flat Residencial;Morumbi;4;3;4;365;13200;1560;0
Flat Residencial;Jardins;2;0;0;85;6000;1260;336
Flat Residencial;Morumbi;2;1;2;105;3600;3480;600
Sala Comercial;Butantã;0;1;0;40;1080;540;12
Sala Comercial;Sé;0;0;0;129;4764;3780;0
Flat Residencial;Higienópolis;1;0;1;45;2400;612;0
Flat Residencial;Butantã;2;1;1;80;1860;840;576
Sala Comercial;Jardim Europa;0;1;0;35;4560;876;0
Flat Residencial;Higienópolis;2;0;0;112;3240;720;1692
Sala Comercial;Morumbi;0;1;0;43;960;1452;180
Flat Residencial;Perdizes;3;1;0;105;2400;660;144
Flat Residencial;Paraíso;1;0;0;49;1920;732;0
Flat Residencial;Interlagos;1;1;1;55;1800;1242;2652
Sala Comercial;Sé;0;0;0;305;16200;8760;2100
Flat Residencial;Interlagos;4;2;2;151;3480;2340;3048
Flat Residencial;Jardim Europa;4;2;4;205;11400;3240;11328
Flat Residencial;Perdizes;3;0;1;105;3600;240;936
Flat Residencial;Butantã;1;1;0;50;1440;408;192
Flat Residencial;Perdizes;2;1;0;93;2400;582;1188
Flat Residencial;Interlagos;2;1;1;75;2640;8112;1572
Flat Residencial;Vila Mariana;4;2;0;627;18000;4254;1704
Flat Residencial;Vila Madalena;2;0;0;71;1920;360;624
Sobrado Pequeno;Vila Maria;3;1;1;209;3360;516;816
Residência em Condomínio;Morumbi;4;4;4;405;12000;2520;1680
Sala Comercial;Vila Matilde;0;1;0;35;2040;960;4032
Flat Residencial;Higienópolis;3;0;0;112;3840;720;180
Flat Residencial;Morumbi;4;2;3;171;7800;22716;0
Kitnet;Higienópolis;1;0;0;25;1800;600;0
Sala Comercial;Butantã;0;1;0;31;1080;600;0
Flat Residencial;Higienópolis;2;0;0;45;4560;;0
Flat Residencial;Jardim Europa;4;1;1;206;21600;;0
Sobrado Pequeno;Barra Funda;2;0;0;55;2400;36;30
Sala Comercial;Sé;4;0;0;205;6600;21348;8148
Flat Residencial;Paraíso;2;0;0;76;2880;6924;0
Sala Comercial;Vila Mariana;0;7;0;380;42000;176292;3204
Edifício Completo;Interlagos;0;10;0;1205;60000;;30000
Flat Residencial;Morumbi;4;4;3;352;16200;2760;0
Sala Comercial;Sé;0;0;0;465;24000;9000;23256
Flat Residencial;Pirituba;2;0;0;59;1320;;0
Flat Residencial;Vila Mariana;4;2;1;335;12600;1920;8496
Flat Residencial;Perdizes;1;1;0;65;1080;6672;288
Sala Comercial;Sé;0;0;0;58;600;10464;0
Sala Comercial;Sé;0;0;0;35;1020;3996;1236
Flat Residencial;Paraíso;4;1;1;295;11400;2160;0
Sala Comercial;Vila Mariana;0;0;0;2005;360000;;207396
Armazém Industrial;São Miguel Paulista;0;1;0;205;14400;;192
Apart-Hotel;Jardim Europa;2;1;1;85;7200;1800;480
Flat Residencial;Morumbi;2;2;1;92;3720;1860;6516
Flat Residencial;Vila Leopoldina;2;1;0;55;2040;564;36
Flat Residencial;Jardim Europa;4;2;1;185;7200;2280;0
Flat Residencial;Higienópolis;2;1;0;75;4200;1104;120
Sala Comercial;Sé;0;0;0;105;3600;4560;936
Flat Residencial;Perdizes;2;0;0;65;2160;7248;0
Sala Comercial;Interlagos;0;1;0;37;840;5244;192
Flat Residencial;Jardim Paulista;2;1;1;125;4620;1200;0
Flat Residencial;Higienópolis;1;0;1;55;3240;;0
Flat Residencial;Vila Madalena;3;1;0;120;5400;12684;3564
Sala Comercial;Vila Mariana;0;4;0;405;43200;13440;0
Flat Residencial;Jaçanã;2;0;0;56;1080;618;1368
Flat Residencial;Jardim Europa;2;2;2;137;7200;1680;0
Residência;Morumbi;4;2;4;255;9600;2160;432
Flat Residencial;Butantã;2;1;1;81;2640;9804;1104
Flat Residencial;Higienópolis;1;0;0;35;1680;540;276
Apart-Hotel;Jardins;2;1;2;87;15600;3960;7188
Flat Residencial;Higienópolis;1;0;0;55;2640;900;0
Flat Residencial;Jardins;3;1;1;145;15480;1896;336
Estabelecimento Comercial;Butantã;0;1;0;255;12000;;15552
Área Residencial Planejada;Mandaqui;0;0;0;5;16800;;2880
Flat Residencial;Jardim Europa;3;1;0;145;6000;2160;0
Flat Residencial;Jardim São Luís;2;1;0;45;840;300;0
Flat Residencial;Vila Mariana;2;1;1;80;3360;11844;0
Sala Comercial;Brás;0;1;0;125;7200;15144;108
Flat Residencial;Grajaú;2;1;0;83;960;;0
Flat Residencial;Morumbi;3;2;3;205;16200;4680;1800
Flat Residencial;Perdizes;1;0;0;55;1440;396;0
Sala Comercial;Interlagos;0;1;0;36;1800;300;0
Flat Residencial;Morumbi;2;1;1;75;2640;1800;0
Flat Residencial;Higienópolis;3;1;1;95;4200;9276;1632
Sala Comercial;Jaguaré;0;0;0;33;1140;408;96
Estabelecimento Comercial;Jardins;0;0;0;755;72000;;10800
Flat Residencial;Butantã;2;0;0;51;1200;348;156
Residência;Vila Mariana;8;3;0;423;18000;;0
Flat Residencial;Jardim Europa;4;2;2;255;11040;3600;0
Residência em Condomínio;Interlagos;4;3;4;285;6000;900;240
Estabelecimento Comercial;Jardins;0;3;0;476;50400;6252;6156
Flat Residencial;Jardim Europa;3;2;2;120;8400;22788;0
Flat Residencial;Barra Funda;1;1;0;68;1440;708;60
Sala Comercial;Sé;0;1;0;205;12000;2820;0
Flat Residencial;Morumbi;1;1;1;66;2040;25848;3252
Flat Residencial;Interlagos;4;3;4;282;6000;1440;0
Flat Residencial;Morumbi;2;0;1;90;3480;1362;2664
Flat Residencial;Jardim Europa;3;1;0;105;8400;20364;2952
Flat Residencial;Vila Matilde;2;0;0;59;840;522;0
Flat Residencial;Morumbi;3;2;1;115;4800;1440;240
Residência em Condomínio;Morumbi;5;5;5;905;21000;3120;0
Flat Residencial;Perdizes;2;0;0;75;2520;840;0
Flat Residencial;Interlagos;2;2;2;80;2460;948;180
Flat Residencial;Paraíso;4;1;3;355;12000;3000;0
Flat Residencial;Jardins;3;2;1;155;7800;2040;696
Residência em Condomínio;Interlagos;4;2;3;152;5400;1434;1200
Sala Comercial;Sé;0;0;0;355;9600;6720;13044
Residência;Grajaú;2;0;1;85;1320;;0
Estabelecimento Comercial;Morumbi;0;1;0;37;1560;1020;300
Flat Residencial;Morumbi;3;2;1;143;5400;1560;420
Flat Residencial;Jardim Ângela;2;1;1;65;1560;432;48
Sala Comercial;Sé;0;0;0;259;6000;6480;19908
Kitnet;Sé;1;0;0;35;960;300;30
Flat Residencial;Interlagos;2;2;0;110;4200;1200;0
Flat Residencial;Higienópolis;4;3;2;205;9600;3240;720
Flat Residencial;Vila Mariana;3;2;1;110;4800;13248;0
Sala Comercial;Morumbi;0;2;0;41;1350;840;0
Flat Residencial;Interlagos;4;3;4;265;4800;;0
Flat Residencial;Higienópolis;3;1;0;205;8400;2040;624
Flat Residencial;Mandaqui;2;1;1;181;1056;1080;1836
Flat Residencial;Jardins;3;1;0;92;5334;792;114
Ponto Comercial;Morumbi;0;0;0;180;8400;1920;300
Flat Residencial;Perdizes;2;0;0;85;2160;;0
Edifício Completo;Vila Esperança;0;0;0;605;4200;;0
Estabelecimento Comercial;Morumbi;0;0;0;61;13800;2388;3624
Sala Comercial;Vila Matilde;0;0;0;25;540;;408
Flat Residencial;Morumbi;3;2;1;137;3840;31248;5568
Sala Comercial;Morumbi;0;1;0;85;4800;948;0
Flat Residencial;Interlagos;3;1;1;115;2160;900;180
Sala Comercial;Sé;0;0;0;28;720;4452;1164
Flat Residencial;Morumbi;1;2;0;60;2040;2136;0
Flat Residencial;Tucuruvi;1;0;0;45;960;156;168
Flat Residencial;Jardins;2;2;2;95;6600;2160;360
Flat Residencial;Morumbi;4;2;1;145;3600;16824;0
Flat Residencial;Vila Mariana;2;1;1;80;4560;1050;2364
Flat Residencial;Morumbi;4;2;2;151;5880;2160;4200
Residência em Condomínio;Morumbi;4;5;4;505;14160;1860;18012
Residência;Jardim Guedala;3;2;3;1105;36000;;2280
Flat Residencial;Higienópolis;3;1;1;115;5400;600;0
Estabelecimento Comercial;Jaguaré;0;2;0;205;12000;1752;1248
Sala Comercial;Butantã;0;1;0;22;720;5316;636
Flat Residencial;Morumbi;4;3;2;295;3000;4380;9252
Flat Residencial;Jardins;3;1;1;268;9000;3780;8364
Sala Comercial;Sé;0;0;0;35;840;5316;0
Flat Residencial;Alphaville (Grande SP);2;2;1;77;4200;1680;180
Apart-Hotel;Morumbi;1;1;0;60;2340;1680;1728
Armazém Industrial;Vila Matilde;0;99;0;17357;86400;;277896
Residência em Condomínio;Interlagos;3;2;1;170;2400;1176;1836
Flat Residencial;Morumbi;3;2;1;206;5040;42756;0
Flat Residencial;Higienópolis;4;1;1;275;10200;29724;90048
Kitnet;Higienópolis;1;0;0;29;3000;684;672
Apart-Hotel;Barra Funda;1;0;1;37;3540;;0
Flat Residencial;Jardins;3;1;1;145;7800;1800;0
Sala Comercial;Butantã;0;1;0;35;1200;3516;0
Flat Residencial;Higienópolis;1;0;0;55;1800;408;912
Flat Residencial;Interlagos;3;2;1;94;2280;10104;192
Flat Residencial;Santana;1;0;0;55;1440;336;24
Flat Residencial;Barra Funda;2;1;0;86;2640;840;984
Sala Comercial;Morumbi;0;1;0;40;1800;9264;3504
Sala Comercial;Morumbi;0;0;0;48;1200;3600;720
Sala Comercial;Morumbi;0;0;0;65;2520;2280;0
Flat Residencial;Morumbi;4;4;3;257;19200;42972;12540
Flat Residencial;Santana;0;2;0;91;2040;;648
